0.02,-0.05,0.97,2.93,2.99,0.18,35.64,26.61,-20.08, 
0.04,-0.06,0.97,0.67,1.77,2.93,35.94,26.82,-20.59, 
0.06,-0.1,0.99,1.83,0.31,7.26,36.73,27.17,-20.83, 
0.04,0,0.93,-1.28,4.64,27.28,40.8,25.56,-20.19, 
0.04,0.02,0.98,-0.55,-9.09,-36.93,41.19,24.85,-19.64, 
0.17,-0.22,1.06,1.34,-4.58,-2.2,34.59,26.28,-21.15, 
0.06,-0.01,0.96,1.89,7.69,52.92,41.69,23.58,-19.37, 
-0.07,0.19,0.94,5.49,-10.01,-38.09,45.48,23.24,-19.92, 
0.01,0.04,1.07,-13.24,2.38,-99.43,35.38,26.03,-21.06, 
0.05,-0.07,1.03,1.34,3.91,-95.52,25.37,23.75,-21.2, 
0.14,-0.16,1.02,-7.63,-4.82,-44.74,14.51,17.74,-21.17, 
0.02,-0.08,1.01,11.72,-17.58,0.79,12.24,18.77,-19.87, 
-0.21,-0.22,0.93,6.84,3.23,103.15,16.86,23.12,-19.65, 
0.06,-0.11,0.89,16.54,13.12,68.97,32.09,27.64,-19.08, 
0.06,-0.06,0.92,8.85,-4.15,37.23,42.6,25.77,-18.1, 
0.08,-0.08,0.94,2.26,-7.32,21.85,44.64,25.43,-15.65, 
0.07,-0.12,1.04,-15.26,-7.32,-7.69,43.25,24.3,-16.76, 
-0.06,-0.06,1.18,-0.18,3.17,-18.25,40.81,25.76,-17.19, 
0.05,0.03,0.87,3.36,9.46,-49.13,37.55,28.15,-18.76, 
-0.05,-0.08,1.05,1.46,4.46,-41.32,30.04,29.43,-18.68, 
0.03,-0.24,0.98,5.43,3.3,-53.34,22.42,28.86,-17.93, 
-0.1,-0.43,1.01,-9.64,-11.29,4.94,17.64,23.06,-19.35, 
0.01,0.03,0.94,2.01,27.16,94.6,29.97,25.17,-21.57, 
0.18,0.43,0.84,-20.39,-9.77,-8.42,39.29,21.56,-22.92, 
0.16,0.09,0.95,4.15,-10.38,-31.01,35.18,23,-22.84, 
0.1,-0.14,1.01,-1.46,-0.55,-36.19,28.52,20.25,-24.93, 
0.01,-0.12,1.03,19.59,7.26,111.21,32.75,23.63,-24.02, 
0,0.28,0.87,10.86,-13.43,80.93,46.28,18.87,-19.45, 
-0.03,0.41,0.91,5.98,-3.78,-15.44,47.28,15.53,-19.47, 
0,0.06,0.91,-1.4,-8.67,-64.76,42.52,20.8,-21.31, 
0.1,-0.18,1.03,16.48,-4.52,0.85,35.55,25.13,-21.66, 
0.05,-0.02,1.02,2.69,16.48,2.08,34.23,27.65,-20.54, 
0.08,0,0.97,4.94,12.27,-1.4,36.07,24.43,-21.7, 
0.25,0.12,1.08,-0.85,2.56,-29.36,38.78,26.37,-21.92, 
-0.07,-0.01,1.09,11.11,-14.65,-64.58,27.16,26.72,-21.13, 
-0.31,-0.64,1,-1.04,8.61,30.64,20.52,26.01,-19.34, 
-0.01,-0.05,0.95,1.1,-3.66,73.73,32.54,27.39,-20.62, 
0.05,0.07,0.96,3.72,0.49,54.32,42.48,25.34,-19.71, 
0.05,0.07,0.99,1.95,-6.59,26.43,47.18,21.03,-20.56, 
0.08,0.18,0.96,1.77,3.91,-28.26,48.01,20.72,-20.47, 
-0.07,-0.06,0.98,-5.49,7.45,-82.52,39.95,25.99,-21.03, 
0,-0.08,0.97,-0.06,2.5,-57.98,31.79,26.73,-20.98, 
-0.13,-0.2,0.98,2.26,-11.17,-75.5,22.46,26.42,-19.69, 
-0.09,-0.11,0.94,-19.59,-11.11,-6.9,16.53,22.06,-18.26, 
-0.04,0.03,0.99,-0.31,4.39,-6.23,16.81,19.96,-21.24, 
-0.06,0.04,0.96,8.54,-3.05,-8.3,15.32,18.97,-20.84, 
-0.08,-0.09,0.94,9.4,-4.82,-27.1,14.05,18.29,-19.03, 
-0.04,0.01,0.97,-11.66,3.23,-19.84,13.05,15.65,-20.54, 
-0.06,-0.01,1.01,-4.76,16.85,24.96,12.77,15.22,-21.03, 
-0.01,-0.02,0.99,4.82,2.38,52.92,16.26,18.09,-21.94, 
0,0.13,0.9,6.41,1.71,30.82,21.31,21.18,-22.35, 
-0.03,0,0.95,-3.85,-1.34,31.25,24.76,21.86,-22.53, 
-0.02,0.09,1.05,1.65,12.57,36.13,29.25,18.81,-25.04, 
0.04,0,0.91,19.78,11.23,43.58,35.85,23,-23.89, 
-0.01,-0.09,0.95,16.42,-3.54,44.74,41.49,26.09,-20.92, 
0.01,-0.08,1.02,0.43,-0.79,55.79,49.55,20.19,-17.6, 
0.06,-0.03,0.91,3.6,-2.62,49.93,52.12,15.76,-17.97, 
0.07,0.18,1.02,-2.14,-2.75,-7.26,53.47,12.94,-17.25, 
-0.03,-0.1,0.96,-19.04,-5.25,-32.9,52.56,16.99,-18.01, 
-0.01,-0.13,0.88,8.48,21.42,-95.58,44.12,23.77,-20.86, 
0.07,-0.18,0.94,13.18,7.81,-62.07,35.62,29.52,-18.49, 
0.02,-0.56,0.88,-9.77,0.31,-18.13,27.67,29.54,-17.96, 
0.04,-0.06,0.98,1.95,-10.74,75.93,32.73,27.42,-19.96, 
0.16,0.17,1.01,6.23,3.85,-13.92,38.16,27.16,-20.81, 
0,-0.35,0.92,3.23,3.66,-49.93,31.43,28.85,-19.52, 
0.02,-0.16,0.97,-13.61,-5,65.98,33.04,28.06,-18.68, 
0.06,0,0.99,7.81,-8.97,45.53,40.01,25,-21.95, 
0,-0.05,0.97,8.48,-6.84,39.79,44.69,23.34,-21.47, 
0.01,-0.01,1,-1.22,-2.81,29.11,48.18,19.67,-20.34, 
-0.07,0.1,0.98,-6.23,-7.2,-21.55,49.21,17.31,-21.52, 
-0.07,0.08,1,7.14,-3.85,-39.06,44.18,19.84,-23.38, 
0.04,-0.1,0.91,8.91,17.46,-36.87,40.54,23.84,-22.31, 
-0.01,-0.1,0.96,-6.04,-8.85,58.29,40.48,24.61,-21.61, 
-0.06,0,0.98,0.79,-3.6,39.61,45.95,20.63,-22.81, 
-0.03,0.07,1.02,9.7,2.44,37.54,49.8,17.09,-22.34, 
0.04,-0.01,0.92,-2.38,-3.42,10.44,52.66,14.21,-20.98, 
0.01,0.07,0.96,-3.23,0.24,-37.6,50.65,15.08,-20.83, 
0.03,0.03,0.99,-0.49,-0.61,-47.91,46.61,19.14,-22.31, 
0.01,-0.03,0.94,8.91,0.49,-54.87,40.59,23.83,-22.79, 
0.03,-0.14,0.97,9.34,-2.08,-34.85,35.39,26.94,-21.97, 
