-0.09,0.08,-1,0.98,-0.67,-1.16,47.56,-10.73,42.9, 
-0.09,0.07,-1.03,0.55,-0.18,0.98,47.94,-10.23,42.08, 
-0.1,0.08,-1.02,1.77,-1.28,-0.98,47.99,-10.79,42.54, 
-0.09,0.07,-1.01,1.95,-1.53,-0.73,47.36,-10.47,42.85, 
-0.08,0.07,-1.01,2.26,-1.4,-1.1,47.51,-10.99,41.35, 
-0.08,0.08,-1.01,0.73,-0.79,-1.46,47.75,-9.79,41.87, 
-0.08,0.11,-1,0.37,-0.61,-1.83,47.53,-10.18,43.19, 
-0.08,0.06,-0.98,-1.22,0.49,-3.48,47.94,-9.79,42.26, 
-0.07,0.09,-1.02,-0.06,-2.26,-3.91,47.9,-8.72,43.31, 
-0.06,0.09,-1.02,-0.43,-4.27,-15.75,49.13,-8.68,42.35, 
-0.07,0.02,-1.02,-0.24,-10.44,-12.08,49.72,-7.48,41.87, 
-0.01,0.08,-1.02,-1.83,-6.71,-10.99,50.38,-6.04,41.87, 
-0.01,0.04,-0.98,-1.83,-1.1,-15.44,51.22,-3.89,42.87, 
-0.02,0.02,-1.03,0.98,-3.3,-21.48,51.66,-1.38,42.59, 
-0.04,-0.03,-0.96,7.26,-7.81,-27.71,52.4,-0.05,42.99, 
-0.04,-0.11,-0.99,4.03,0.73,4.33,53.54,0.54,41.33, 
0.02,0.08,-1.03,3.05,3.78,5.13,52.86,0.09,43.58, 
-0.04,-0.02,-1.01,0.67,1.95,8.18,52.7,-0.74,43.18, 
0,0.08,-1.02,0.61,1.46,10.25,51.56,-0.85,44.78, 
-0.03,0.05,-1,1.83,-0.31,-1.59,51.57,-1.38,43.4, 
-0.03,0.03,-1.02,2.2,-0.24,1.65,51.45,-1.29,43.93, 
-0.03,0.05,-1,1.53,-0.85,0.73,51.2,-1.35,42.22, 
-0.03,0.05,-0.99,0.55,0.49,-1.1,51.29,-1.12,43.58, 
-0.03,0.04,-1.01,1.77,-1.89,1.83,51.03,-1.32,43.01, 
-0.03,0.03,-1.01,1.04,-1.28,1.22,51.37,-0.74,43.74, 
-0.03,0.05,-1.01,2.99,-1.59,0.92,51.44,-1.64,43.16, 
-0.02,0.04,-1.01,2.26,-1.28,0.55,51.39,-1.53,43.44, 
-0.03,0.05,-1.01,1.34,-0.43,-0.31,51.48,-1.64,44.1, 
-0.05,0.01,-1,-0.73,2.26,3.3,50.96,-1.56,43.69, 
