-0.59,0.75,0.22,-5.37,2.44,5.68,18.2,-33.86,23.39, 
-0.57,0.75,0.22,13.24,0.79,-0.79,17.83,-34.59,21.81, 
-0.57,0.77,0.21,1.71,-6.1,-0.24,18.14,-34.57,21.12, 
-0.57,0.76,0.2,-2.01,-3.48,-0.92,18.36,-34.33,20.64, 
-0.59,0.76,0.23,1.4,0.79,-1.04,18.19,-34.56,21.4, 
-0.58,0.77,0.19,21.79,-11.35,16.42,17.59,-34.46,21.15, 
-0.72,0.79,0.19,9.89,-101.14,-0.43,19.73,-34.28,22.34, 
-0.67,0.78,0.12,62.01,-64.58,-16.17,21.29,-35,19.54, 
-0.6,0.71,0.14,19.17,-68.97,5,28.63,-38.79,10.86, 
-0.57,0.8,0.19,0.31,22.16,17.15,28.63,-39.07,9.75, 
-0.57,0.73,0.23,-68.97,164.55,25.82,27.31,-38.76,11.45, 
-0.57,0.9,0.23,-67.69,160.34,-16.3,24.69,-36.44,21.26, 
-0.32,0.93,0.21,-108.64,62.5,22.89,19.8,-34.63,21.58, 
-0.43,0.87,-0.11,-95.28,57.92,-12.88,13.37,-23.35,35.22, 
-0.38,0.91,-0.25,31.07,32.65,-1.1,11.41,-21.08,35.67, 
-0.42,0.93,-0.12,12.82,-22.03,9.7,11.46,-26.15,30.55, 
-0.37,0.89,-0.1,45.1,-114.87,58.96,13.23,-25.78,33.96, 
-0.69,0.72,-0.07,94.85,-93.87,84.23,12.46,-23.33,35.82, 
-0.74,0.59,0.2,76.66,101.5,34.06,13.56,-28.87,27.99, 
-0.7,0.58,0.42,-17.94,85.27,19.59,4.93,-27.65,12.38, 
-0.7,0.68,0.38,-20.75,-82.95,-41.93,8.78,-30.43,15.1, 
-0.6,0.7,0.3,32.53,-112.12,-74.46,16.63,-35.05,18.57, 
-0.63,0.68,0.06,-12.51,-117.25,22.52,24.12,-36.56,20.36, 
-0.63,0.77,-0.11,-1.89,-18.31,-23.44,24.84,-36.55,22.44, 
-0.58,0.8,0.07,1.4,138.24,-13.98,27.5,-36.74,23.68, 
-0.55,0.64,0.33,31.98,95.52,83.74,17.37,-35.71,16.02, 
-0.59,0.86,0.3,-0.43,-79.71,-63.29,16.67,-35.23,16.03, 
-0.58,0.72,0.24,6.04,-62.5,-3.91,25.4,-38.23,18.2, 
-0.64,0.75,0.08,13.31,-80.87,25.09,23.84,-38.12,17.52, 
-0.7,0.68,0.12,-8.61,105.83,-1.4,24.02,-37.48,18.01, 
-0.53,0.73,0.35,-0.12,112.79,18.62,20.45,-35.9,17.25, 
-0.54,0.78,0.13,-119.81,104.98,73.18,13.39,-33.19,14.16, 
-0.61,1.07,0.14,-188.96,103.52,-19.35,9.11,-28.65,21.78, 
-0.47,0.86,0.18,-0.43,75.56,39.25,7.13,-26.26,23.85, 
-0.55,0.86,0.14,-61.04,50.66,-89.17,3.2,-22.69,21.07, 
-0.47,0.9,0.05,-53.96,41.38,20.51,1.86,-21.9,18.63, 
-0.41,0.93,-0.07,-77.09,43.7,10.25,0.24,-19.73,18.12, 
-0.48,0.81,-0.14,-52.37,43.88,17.33,-2.28,-16.91,16.3, 
-0.66,0.77,-0.14,-57.62,86.18,45.1,-4.77,-11.33,13.26, 
-0.73,0.77,-0.12,-6.23,31.68,6.16,-4.71,-11.3,9.27, 
-0.63,0.75,-0.09,-24.54,32.1,-25.39,-4.5,-11.23,5.04, 
-0.63,0.76,-0.08,-66.96,50.29,-1.28,-3.08,-13.28,2.47, 
-0.64,0.76,-0.1,-14.53,25.45,-12.02,-0.82,-17.36,1.05, 
-0.63,0.77,-0.08,26.79,-4.64,2.26,0.84,-18.29,-0.1, 
-0.63,0.74,-0.02,44.19,-47.55,8.18,-1.45,-16.09,-0.92, 
-0.64,0.75,-0.03,50.42,-63.66,30.4,-4.36,-12.45,1.57, 
-0.67,0.74,-0.01,102.05,-109.13,6.71,-6.34,-9.4,8.53, 
-0.66,0.71,0,65.61,-81.3,-12.88,-5.8,-9.38,16.83, 
-0.69,0.7,-0.04,26.31,-71.59,0.67,-3.44,-10.93,23.83, 
-0.63,0.75,-0.23,54.75,-94.18,6.41,1.25,-12.94,32.39, 
-0.53,0.78,-0.26,5.55,-87.95,20.08,7.14,-15.52,36.69, 
-0.53,0.77,-0.31,44.43,-84.9,-2.5,13.76,-16.78,40.16, 
-0.51,0.83,-0.37,36.13,-29.6,-2.32,17.72,-19.78,40.53, 
-0.44,0.85,-0.33,5.55,-8.3,-0.24,21.53,-22.52,41.8, 
-0.47,0.81,-0.34,1.59,5.62,-3.97,21.75,-22.49,42.24, 
-0.42,0.79,-0.36,18.55,47.12,-46.88,21.4,-22.44,41.41, 
-0.43,0.88,-0.2,-8.12,67.63,8.12,17.92,-23.46,40.09, 
-0.51,0.83,-0.11,-40.22,60.42,25.51,8.35,-19.23,37.41, 
-0.58,0.76,-0.19,-50.48,49.19,-1.34,2.81,-14.4,34.45, 
-0.67,0.73,-0.12,-84.53,111.63,-13.12,-3.43,-9.5,26.62, 
-0.64,0.75,-0.09,-26.18,96.56,-45.53,-5.79,-10.61,17.82, 
-0.51,0.83,-0.03,-26.92,84.23,-24.48,-4.5,-15.08,8.94, 
-0.43,0.89,0.06,-44.49,75.56,-14.47,1.05,-19.57,-0.2, 
-0.54,0.86,0.17,21.12,0.92,17.58,1.39,-18.77,-2.25, 
-0.55,0.85,0.11,41.32,-76.23,35.34,-1.88,-14.77,-1.1, 
-0.61,0.73,0.12,106.69,-126.1,0,-5.97,-10.72,6.65, 
-0.63,0.85,0.08,65,-107.85,11.47,-6.1,-9.94,20.03, 
-0.63,0.72,-0.02,60.3,-111.02,26.12,-1.89,-13.62,28.69, 
-0.67,0.71,-0.16,14.47,-44.37,11.47,1.56,-14.22,33.4, 
-0.62,0.72,-0.26,-13.43,-1.95,7.2,3.21,-14.47,36.23, 
-0.71,0.65,-0.16,-120,104.19,-52.73,-0.38,-9.85,33.89, 
-0.59,0.69,-0.11,-53.53,120.97,-35.77,-6.12,-7.63,21.78, 
-0.69,0.81,0.09,-31.31,102.72,-57.86,-5.22,-12.93,11.3, 
-0.45,0.89,0.09,17.46,28.63,-15.14,-2.81,-17.35,7.51, 
-0.44,0.84,0.13,-2.01,23.07,-7.08,0.4,-18.95,4.33, 
-0.5,0.87,0.18,45.96,-60.55,43.46,-2.65,-16.81,4.85, 
-0.61,0.81,0.17,58.11,-116.27,27.95,-4.87,-12.28,12.49, 
-0.54,0.71,0.08,23.5,-82.46,-20.57,-4.85,-12.67,22.71, 
-0.6,0.76,-0.1,6.47,-6.53,-1.95,-3.49,-14.33,24.88, 
-0.63,0.75,-0.04,1.95,10.31,-0.85,-3.63,-14.65,25.96, 
-0.63,0.81,-0.01,-69.27,101.07,-25.63,-3.94,-14.23,18.82, 
-0.54,0.81,0.06,-22.28,110.66,-7.93,-4.72,-14.11,11.36, 
-0.42,0.86,0.12,-114.81,101.44,-30.58,-2.16,-16.49,2.54, 
-0.46,0.9,0.13,-26.67,41.56,-3.85,2.44,-20.23,-0.6, 
-0.45,0.87,0.09,25.82,-70.25,16.48,2,-19.67,0.1, 
-0.57,0.86,0.06,93.93,-124.15,34.36,-3.58,-14.56,6.7, 
-0.67,0.71,0.03,79.16,-163.51,41.32,-4.93,-11.76,18.55, 
-0.53,0.7,-0.15,38.15,-98.75,9.64,-0.39,-12.81,30.54, 
-0.65,0.74,-0.27,28.26,-78,16.24,5.87,-14.65,38.13, 
-0.53,0.8,-0.39,52.19,-63.72,4.76,11.77,-16.48,41.77, 
-0.49,0.77,-0.36,-4.88,5.55,5.55,13.37,-18.54,41.02, 
-0.46,0.84,-0.38,-33.45,74.83,-21.85,11.73,-16.76,40.94, 
-0.63,0.65,-0.24,-118.84,110.23,12.21,2.94,-10.96,37.02, 
-0.71,0.66,-0.21,-45.35,75.56,-35.22,-3.7,-5.24,30.38, 
-0.67,0.75,-0.19,-37.35,78.12,-9.22,-5.98,-7.09,21.72, 
-0.61,0.8,-0.06,-68.42,97.29,-50.23,-5.93,-9.44,15.1, 
-0.74,0.88,0.08,10.93,57.19,9.52,-1.88,-15.08,4.97, 
-0.62,0.77,0.02,57.68,-43.52,30.58,-3.47,-11.24,3.16, 
-0.66,0.73,0.12,93.81,-99.18,20.08,-6.4,-7.18,9.03, 
-0.75,0.67,-0.01,71.11,-146,38.15,-6.14,-5.85,19.2, 
-0.68,0.61,-0.2,87.22,-114.26,-4.82,0.02,-7.45,35.27, 
-0.66,0.69,-0.15,48.58,-38.57,-1.22,7.51,-14.77,37.5, 
-0.66,0.78,-0.15,88.01,-51.03,16.6,10.23,-21.03,36.67, 
-0.65,0.68,-0.11,20.69,-8.85,24.9,10.67,-24.22,33, 
-0.69,0.69,-0.12,-15.87,14.28,-1.16,9.33,-22.83,35.44, 
-0.66,0.73,-0.13,-18.31,22.4,-5.92,8.51,-20.84,36.51, 
-0.78,0.68,-0.13,-39.37,30.4,1.1,7.71,-18.53,35.68, 
-0.74,0.68,-0.16,-38.64,31.25,2.87,5.93,-16.22,35.68, 
-0.73,0.8,-0.19,-4.15,-9.95,-30.82,4.81,-14.76,35.56, 
-0.69,0.69,-0.2,-7.87,10.74,-1.04,5.24,-13.77,37.43, 
-0.7,0.68,-0.19,2.93,2.38,-0.67,4.75,-14.07,36.6, 
-0.71,0.69,-0.19,-13.12,1.1,7.02,4.59,-13.24,35.27, 
-0.67,0.68,-0.21,0.85,-1.04,1.22,4.86,-12.29,36.1, 
-0.73,0.67,-0.23,-9.03,-1.77,17.58,4.82,-12,36.56, 
-0.75,0.65,-0.24,7.32,-5.25,0.92,4.42,-11.55,36.98, 
-0.77,0.51,-0.29,7.2,-25.88,46.69,5.7,-7.62,38.83, 
-0.76,0.57,-0.29,1.83,-13,-20.87,5.22,-8.13,38.43, 
-0.78,0.56,-0.31,15.69,-6.35,12.63,5.68,-8.83,39.67, 
-0.74,0.56,-0.3,-13.85,-53.59,-14.34,7.18,-9.11,41.3, 
-0.72,0.54,-0.44,3.54,-24.17,-11.23,10.21,-9.31,41.8, 
-0.68,0.62,-0.39,26.98,-4.7,5,12.11,-12.1,42.35, 
-0.67,0.63,-0.29,74.46,-13.49,-9.09,12.26,-15.53,41.48, 
