-0.99,-0.08,-0.05,-0.24,0.31,-1.34,-1.86,13.82,28.44,sitting
-1,-0.07,-0.04,0.98,-0.37,-0.49,-1.76,13.79,28.77,sitting
-1,-0.07,-0.03,1.83,-1.77,-0.12,-1.75,13.64,29.25,sitting
-1,-0.06,-0.05,1.16,-1.4,-0.61,-1.35,13.2,30.19,sitting
-1,-0.06,-0.05,2.14,-0.92,-0.98,-1.66,13.22,29.16,sitting
-0.98,-0.05,-0.06,2.87,0.92,1.34,-1.68,13.22,28.82,sitting
-1.01,-0.06,-0.01,-0.67,1.59,-1.16,-1.86,13.09,29.97,sitting
-0.99,-0.08,-0.02,0.31,-0.55,-1.22,-1.79,13.11,28.65,sitting
-0.98,-0.05,-0.03,5.92,1.4,-6.9,-1.99,12.76,28.83,sitting
-0.99,-0.05,-0.01,3.11,3.17,-2.44,-2.28,11.93,27.55,sitting
-0.97,-0.01,0.07,-8.73,1.59,-4.46,-2.76,11.29,26.55,sitting
-0.99,0.02,-0.05,-1.89,1.65,0.67,-2.86,11.67,26.48,sitting
-1,0.05,0.03,-2.26,-3.66,-1.65,-2.94,11.45,27.15,sitting
-1.02,0.02,0.03,-2.38,-3.36,5.55,-2.71,11.28,27.22,sitting
-1.03,-0.03,-0.07,4.33,-8.3,-1.16,-2.45,12.24,27.44,sitting
-1.05,0,-0.08,-7.69,-10.13,-6.71,-2.17,12.06,29.74,sitting
-0.93,0.07,-0.09,-8.97,1.71,-3.6,-1.77,13.22,28.93,sitting
-1.04,0.04,-0.06,-5.07,-2.93,-2.01,-2.47,12.21,27.6,sitting
-0.95,0.01,-0.05,3.91,0.61,10.93,-1.26,13.04,28.75,sitting
-0.95,-0.02,0.02,-0.18,1.83,8.85,-0.93,13.94,28.2,sitting
-1.01,-0.08,0.09,1.59,4.27,12.08,-0.67,15.77,28.12,sitting
-0.98,-0.08,0.02,3.66,-1.59,6.35,-0.88,16.31,27.98,sitting
-1.01,-0.13,0.06,5.8,3.05,-6.9,-0.83,16.22,28,sitting
-0.97,-0.11,0.03,21.61,1.77,7.81,-1.56,15.22,27.36,sitting
-1.01,-0.05,0.03,6.16,-3.05,-17.21,-2.04,14.33,28.49,sitting
-1,-0.02,-0.04,-0.18,-2.99,-10.56,-1.94,11.82,29.36,sitting
-1.05,0.13,-0.17,3.72,-1.1,-0.85,-2.14,11.04,28.96,sitting
-1.01,0.04,-0.03,-19.47,-0.18,7.87,-1.97,12.07,29.46,sitting
-1.01,-0.02,-0.05,-13.43,5.43,9.16,-1.2,14.38,27.49,sitting
-0.99,-0.09,0.05,-2.01,1.22,10.5,-0.95,16.13,28.1,sitting
-0.98,-0.11,0.05,10.31,-1.1,-4.15,-1.23,16.41,27.34,sitting
-0.99,-0.05,0.05,17.15,-8.18,-10.5,-1,15.06,28.16,sitting
-1.05,-0.02,-0.01,8.97,-2.38,-1.16,-1.65,13.57,28.25,sitting
-0.97,0.05,-0.08,1.4,2.14,-9.46,-1.22,13.37,28.61,sitting
-1.01,0.08,-0.12,-12.27,-7.63,-5.37,-1.61,12.49,28.2,sitting
-1,0.06,-0.1,-18.19,-2.93,-1.1,-1.12,14.07,28.09,sitting
-0.99,-0.03,0.01,-18.98,-2.2,2.32,-1.01,15.23,28.91,sitting
-1,-0.14,0.16,2.32,7.39,-0.49,-1.07,16.16,27.25,sitting
-1.02,0,0.01,23.32,1.71,0.92,-1.67,15.31,27.19,sitting
-1.01,-0.01,0.08,13.37,5.98,10.5,-1.66,14.58,26.94,sitting
-1.05,0.01,-0.15,5.13,-4.46,5.37,-2.42,15.2,26.25,sitting
-0.91,-0.02,-0.04,-20.63,-6.23,3.78,-0.9,16.56,27.77,sitting
-1.01,-0.06,0.03,-16.11,0.98,5.25,-0.09,18.43,25.95,sitting
-0.96,-0.18,0.15,-11.11,1.89,-0.18,-0.95,19.52,24.08,sitting
-0.98,-0.14,0.09,32.96,1.89,-4.7,-0.82,19.03,24.73,sitting
